Entity Name,Course Type,Prefix,Code,Name
Department of Religious Studies,Religious Studies,RELS,3270,Interpreting Asian Religions
Department of Religious Studies,Religious Studies,RELS,4320,Religion and Language
Department of Engineering Technology and Construction Management,Energy and Electromechanical Engineering,AEEE,4290,Advanced Instrumentation
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4122,Statistics and Data Analysis in Earth Sciences
College of Computing and Informatics,Computing and Informatics,ITSC,4750,Honors Thesis
University of North Carolina at Charlotte,,XXXX,XXXX,Course Template
University College,University College,UCOL,1307,Academic Success Experience
Department of Geography and Earth Sciences,Geography,GEOG,4250,"Food, Migration, and Place"
School of Data Science,Data Science,DTSC,3800,Independent Study
College of Business,Business,BUSN,2100,Business Professional Development
College of Computing and Informatics,Computing and Informatics,ITSC,2610,Community Outreach Seminar
Department of Geography and Earth Sciences,Meteorology,METR,1102L,Introduction to Meteorology Lab
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,2202,Group Fitness Instructor Training
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,2303,Personal Trainer Certification Preparation
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,2090,Special Topics in Mechanical Engineering
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,3490,Exercise Science Internship
Department of Special Education and Child Development,Special and Elementary Education,SPEL,3173,Assessment in Special Education and Elementary Education
School of Data Science,Data Science,DTSC,3000,Special Topics in Data Science
Department of Theatre,Theatre,THEA,4237,Puppetry
Department of Music,Music,MUSC,1240,Class Voice for Musical Theatre
Department of Geography and Earth Sciences,Geography,GEOG,3102,Plant Geography
School of Social Work,Social Work,SOWK,4365,Grief and Loss Across the Lifespan
Interdisciplinary Programs (CLAS),Latin American Studies,LTAM,3362,Studies in US Latino/a Cinema
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4105,Introduction to Machine Learning
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4115,Convex Optimization and AI Applications
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4106,Real-Time Machine Learning
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4402,"Research, Theory, and Practice of Tutoring Writing"
Department of Global Studies,International Studies,INTL,3114,Cultures of the Caribbean
Department of Global Studies,International Studies,INTL,3118,"Thinking Globally, Reading Deeply: Earth Matters"
Department of Global Studies,International Studies,INTL,3133,Post-Conflict Reconciliation and Justice
Department of Global Studies,International Studies,INTL,3132,Peacebuilding in Divided Societies
Department of Global Studies,International Studies,INTL,3119,Human Rights and Conflict
Department of Global Studies,International Studies,INTL,3122,Transnational Feminisms
Department of Global Studies,International Studies,INTL,3155,Global Citizenship
Department of Global Studies,International Studies,INTL,3174,The U.S.-Vietnam War and the Global Upheaval of the 1960s-1970s
Department of Global Studies,International Studies,INTL,3173,Resistance During the Holocaust
Department of Global Studies,International Studies,INTL,3121,Gender and Globalization
Interdisciplinary Programs (CLAS),Latin American Studies,LTAM,3361,Studies in Latin American Film
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4127,Machine Learning for the Internet of Things
Interdisciplinary Programs (CLAS),Gerontology,GRNT,4365,Grief and Loss Across the Lifespan
Department of Global Studies,"Holocaust, Genocide, and Human Rights",HGHR,3110,Resistance During the Holocaust
Department of Art and Art History,Art: History,ARTH,3324,Ancient Roman Art II
School of Data Science,Data Science,DTSC,1110,Sports Analytics
School of Data Science,Data Science,DTSC,2110,Sport Business Analytics
Department of Global Studies,"Holocaust, Genocide, and Human Rights",HGHR,3220,The U.S.-Vietnam War and the Global Upheaval of the 1960s-1970s
Department of Geography and Earth Sciences,Geography,GEOG,3180,Hazards and Disasters
Interdisciplinary Programs (CLAS),Film Studies,FILM,4121,Creative Nonfiction Production
Interdisciplinary Programs (CLAS),Film Studies,FILM,4221,Community-Based Film Production
Department of Anthropology,Anthropology,ANTH,4702,Honors Writing in Anthropology
Department of Biological Sciences,Biology,BIOL,4284,Eukaryotic Microbiology
Department of Languages and Culture Studies,Japanese,JAPN,2208,Japanese Culture and Society
School of Data Science,Data Science,DTSC,3900,Undergraduate Research
School of Data Science,Data Science,DTSC,3400,Data Science Practicum
University College,University College,UCOL,2101,Introduction to Research
University College,University College,UCOL,2900,Introduction to Applied Undergraduate Research
Department of Sociology,Sociology,SOCY,4290,The Experience of Loneliness
Department of Sociology,Sociology,SOCY,4126,Food Insecurity
Department of Sociology,Sociology,SOCY,3120,Examining Institutional Racism: Implications for Contemporary Leadership
Department of Sociology,Sociology,SOCY,4117,"Sociology of Gender, Work, and Family"
Interdisciplinary Programs (CLAS),Gerontology,GRNT,4290,The Experience of Loneliness
Department of Sociology,Sociology,SOCY,4114,Professionalism in Sociology
Department of Sociology,Sociology,SOCY,3324,American Studies: The 1960s
Department of Management,Entrepreneurship,ENTR,3276,Recognizing Entrepreneurial Opportunities
Department of Management,Entrepreneurship,ENTR,3278,Experiential Entrepreneurship
Department of Management,Entrepreneurship,ENTR,3279,Entrepreneurial Action and Organizing
David R. Ravin School of Architecture,Architecture,ARCH,4601,Rome Prep
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4190,Contemporary Environmental Issues
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4214,Global Ecosystems: Human Dimensions and Environmental Dynamics
Department of Art and Art History,Art: Digital Media,ARTM,3390,Digital Compositing
Department of Mathematics and Statistics,Statistics,STAT,3180,Predictive Analytics
Department of Languages and Culture Studies,Japanese,JAPN,4207,Business Japanese Writing
Department of Languages and Culture Studies,Italian,ITLN,3226,Rome Virtually!
Department of Languages and Culture Studies,Italian,ITLN,3650,History of Italian Film
Department of Languages and Culture Studies,Italian,ITLN,3651,Italian Mafia through Film
Department of Languages and Culture Studies,Italian,ITLN,3660,Italian Culture and Business
Department of Languages and Culture Studies,Italian,ITLN,3661,Migrations Across the Mediterranean Sea through Film
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4090,Special Topics in Mechanical Engineering
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4273,Regenerative Neural Engineering
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4271,Orthopedic Biomechanics
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4210,Automotive Powerplants
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4211,Road Vehicle Dynamics
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4237,Introduction to Control Systems
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4092,Special Topics in Motorsports Engineering
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4094,Special Topics in Energy Engineering
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4097,Special Topics in Biomedical Engineering
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4274,Bioelectronic Medicine
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4242,Applied Vehicle Aerodynamics
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4240,Advanced Automotive Powerplants
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4272,Mechanics of the Human Locomotor System
Department of Languages and Culture Studies,Translating and Translation Studies,TRAN,4452,Practicum in Translation I - Italian
Department of Mathematics and Statistics,Statistics,STAT,1322,Introduction to Statistics II
Interdisciplinary Programs (CLAS),Women's and Gender Studies,WGST,2115,Feminism and Pop Culture
Interdisciplinary Programs (CLAS),Women's and Gender Studies,WGST,4143,"Black Masculinity, Health, and Society"
Interdisciplinary Programs (CLAS),Women's and Gender Studies,WGST,4132,Reproductive Justice Movement
Interdisciplinary Programs (CLAS),Women's and Gender Studies,WGST,4190,Indigenous Feminisms
Department of Languages and Culture Studies,Chinese,CHNS,1205,Accelerated Elementary Chinese
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,4235,Waves and Optics
"Department of Middle, Secondary, and K-12 Education","Middle, Secondary, and K-12 Education",MDSK,4300,Content Area Instruction and Assessment
School of Professional Studies,Professional Studies,PROS,3101,Project Management: Foundations
School of Professional Studies,Professional Studies,PROS,3102,Project Management: Practitioner
School of Professional Studies,Professional Studies,PROS,3103,Project Management: Specialist
School of Professional Studies,Professional Studies,PROS,3201,Leadership Essentials: Foundations
School of Professional Studies,Professional Studies,PROS,3202,Leadership Essentials: Practitioner
School of Professional Studies,Professional Studies,PROS,3203,Leadership Essentials: Specialist
School of Professional Studies,Professional Studies,PROS,3301,Human Resource Management: Foundations
School of Professional Studies,Professional Studies,PROS,3302,Human Resource Management: Practitioner
School of Professional Studies,Professional Studies,PROS,3303,Human Resource Management: Specialist
School of Professional Studies,Professional Studies,PROS,3000,Topics in Professional Studies
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,4100,Organization and Administration of Strength and Conditioning
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,4285,Advanced Strength and Conditioning Theory and Technique
Department of Computer Science,Computer Science,ITCS,4125,Introduction to Virtual Reality and Augmented Reality
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,3108,Introduction to Research Methods in Respiratory Therapy
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,4208,Critical Care Pathophysiological Concepts for Respiratory Therapy
