Entity Name,Course Type,Prefix,Code,Name
Department of Communication Studies,Communication Studies,COMM,3135,"Leadership, Communication, and Group Dynamics"
Department of Communication Studies,Communication Studies,COMM,3136,"Leadership, Service, and Ethics"
Department of Communication Studies,Communication Studies,COMM,3141,Organizational Communication
Department of Communication Studies,Communication Studies,COMM,3142,Applications in Organizational Communication
Department of Communication Studies,Communication Studies,COMM,3150,"Gender, Culture, and Communication"
Department of Communication Studies,Communication Studies,COMM,3160,Business Communications
Department of Communication Studies,Communication Studies,COMM,3245,Public Relations Writing
Department of Communication Studies,Communication Studies,COMM,3246,Public Relations Strategy
Department of Communication Studies,Communication Studies,COMM,3403,Forensics Practicum
Department of Communication Studies,Communication Studies,COMM,3880,Independent Study
Department of Communication Studies,Communication Studies,COMM,3890,Honors Thesis I
Department of Communication Studies,Communication Studies,COMM,3891,Honors Thesis II
Department of Communication Studies,Communication Studies,COMM,4050,Topics in Communication Studies
Department of Communication Studies,Communication Studies,COMM,4102,Federal Interpretation of the First Amendment
Department of Communication Studies,Communication Studies,COMM,4615,Seminar in Health Communication
Department of Communication Studies,Communication Studies,COMM,4141,Advanced Organizational Communication
Department of Communication Studies,Communication Studies,COMM,4145,Communication Campaigns
Department of Communication Studies,Communication Studies,COMM,4147,International Public Relations
Department of Communication Studies,Communication Studies,COMM,4410,Professional Internship
Department of Communication Studies,Communication Studies,COMM,4445,International Professional Internship
"Department of Middle, Secondary, and K-12 Education",Urban Youth and Communities,CUYC,3600,Community Engagement Capstone Seminar
Department of Dance,Dance,DANC,1109,Pilates
Department of Dance,Dance,DANC,1209,Ballet for Majors IA
Department of Dance,Dance,DANC,1210,Ballet for Majors IB
Department of Dance,Dance,DANC,1212,Ballet I
Department of Dance,Dance,DANC,1213,Ballet II
Department of Dance,Dance,DANC,1214,Modern Dance I
Department of Dance,Dance,DANC,1215,Modern Dance II
Department of Dance,Dance,DANC,1217,Modern Dance for Majors IA
Department of Dance,Dance,DANC,1218,Modern Dance for Majors IB
Department of Dance,Dance,DANC,1280,Improvisation
Department of Dance,Dance,DANC,2016,Choreographic Analysis
Department of Dance,Dance,DANC,2119,Anatomy for Dancers
Department of Dance,Dance,DANC,2125,African Dance
Department of Dance,Dance,DANC,2126,Tap Dance
Department of Dance,Dance,DANC,2127,Latin Dance Forms
Department of Dance,Dance,DANC,2209,Ballet for Majors IIA
Department of Dance,Dance,DANC,2210,Ballet for Majors IIB
Department of Dance,Dance,DANC,2216,Choreography I
Department of Dance,Dance,DANC,2217,Modern Dance for Majors IIA
Department of Dance,Dance,DANC,2218,Modern Dance for Majors IIB
Department of Dance,Dance,DANC,2226,Vernacular Jazz Dance
Department of Dance,Dance,DANC,2227,Contemporary Jazz Dance
Department of Dance,Dance,DANC,2228,Music and Dance
Department of Dance,Dance,DANC,2401,Production Practicum - Dance Running Crew
Department of Dance,Dance,DANC,2402,Performance Practicum
Department of Dance,Dance,DANC,2403,Dancing for Choreographers
Department of Dance,Dance,DANC,3100,Pointe
Department of Dance,Dance,DANC,3201,Professional Training Certificate in Dance
Department of Dance,Dance,DANC,3202,Professional Training Certificate in Dance
Department of Dance,Dance,DANC,3210,Ballet for Majors III
Department of Dance,Dance,DANC,3218,Modern Dance for Majors III
Department of Dance,Dance,DANC,3221,"Dance History, Theory, and Critical Thinking"
Department of Dance,Dance,DANC,3222,"Dance History, Theory, and Critical Thinking II"
Department of Dance,Dance,DANC,3227,Ballet Pedagogy
Department of Dance,Dance,DANC,3229,Contact Improvisation
Department of Dance,Dance,DANC,3230,Choreography II
Department of Dance,Dance,DANC,4001,Topics in Dance
Department of Dance,Dance,DANC,4110,Communicating Across the Dance Discipline
Department of Dance,Dance,DANC,4201,Professional Training Certificate in Dance
Department of Dance,Dance,DANC,4202,Professional Training Certificate in Dance
Department of Dance,Dance,DANC,4227,Dance Education Methods for the Elementary School
Department of Dance,Dance,DANC,4257,Dance Education Methods for the Secondary School
Department of Dance,Dance,DANC,4400,Internship in Dance
Department of Dance,Dance,DANC,4467,Student Teaching/Seminar: K-12 Fine and Performing Arts: Dance
Department of Dance,Dance,DANC,4801,Independent Study
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2111,Network Theory I
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2112,Network Theory II
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2155,Instrumentation and Networks Laboratory
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2156,Logic and Networks Laboratory
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2161,Basic Electrical Engineering I
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2181,Logic Systems Design
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2252,ECE Sophomore Design
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2255,Digital Design Laboratory
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3090,Special Topics in Electrical Engineering
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3111,Signals and Systems
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3112,System Analysis II
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3121,Introduction to Electromagnetic Fields
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3122,Electromagnetic Waves
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3123,Data Communications and Networking
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3131,Fundamentals of Electronics and Semiconductors
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3132,Electronics
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3133,Solid State Microelectronics I
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3142,Electrical Energy Conversion
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3155,Systems and Electronics Laboratory
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3156,Electromagnetic and Electronic Devices Laboratory
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3157,ECE Junior Design
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3159,Professional Practice
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3181,Logic System Design II
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3183,Computer Organization
College of Engineering,Engineering,ENGR,3210,Senior Design Laboratory I
College of Engineering,Engineering,ENGR,3220,Senior Design Laboratory II
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3695,Electrical Engineering Cooperative Education Seminar
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3890,Individualized Study
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3990,Undergraduate Research
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4090,Special Topics in Electrical Engineering
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4101,Advanced Embedded Systems
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4102,Engineering Simulation
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4103,"Machine Vision, AI and Image Processing"
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4104,Computational Methods in Power Systems
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4111,Control Systems Theory I
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4112,Principles of Digital Control Systems
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4113,Modeling and Analysis of Dynamic Systems
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4121,Antennas
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4122,Acoustics
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4123,Analog and Digital Communication
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4124,Digital Signal Processing
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4125,Foundation of Optical Engineering
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4131,Linear Integrated Electronics
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4132,Analog Integrated Circuits Design
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4134,Solid State and Semiconductor Microelectronics II
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4136,Semiconductor Optoelectronic Materials and Devices
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4138,Electronic Thin Film Materials and Devices
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4139,Digital Communication Systems
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4140,Introduction to VLSI Processing
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4141,Power System Analysis I
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4142,Power System Analysis II
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4143,Electrical Machinery
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4144,Power Electronics I
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4146,Introduction to VHDL
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4161,Introduction to Robotics
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4162,Control of Robotic Manipulators
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4165,Laser Electronics I
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4181,Computer Architecture
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4182,Digital System Testing
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4184,"Device Characterization, Parameterization and Modeling"
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4185,Advanced Electromagnetic Field Theory
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4186,Optical Communication and Optical Signals
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4187,Data Communications and Networking II
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4188,Advanced VLSI Systems Design
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4190,Power Generation: Operation and Control
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4191,Dynamic and Transient Analysis of Power Systems
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4199,Fundamentals of Nuclear Science and Nuclear Energy: A Contemporary Overview
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4222,Multidimensional Stochastic Signal Processing
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4231,Sensors & Actuators
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4261,Microwave Circuit Design I
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4265,Microwave Devices and Electronics
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4299,Nuclear Reactor Engineering
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4422,Random Processes and Optimum Filtering
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4433,VLSI Systems Design
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4892,Individualized Study
Department of Economics,Economics,ECON,1090,Topics in Economics
Department of Economics,Economics,ECON,1101,Economics of Social Issues
Department of Economics,Economics,ECON,2101,Principles of Economics - Macro
Department of Economics,Economics,ECON,2102,Principles of Economics - Micro
Department of Economics,Economics,ECON,3090,Topics in Economics
Department of Economics,Economics,ECON,3105,Industrial Relations
Department of Economics,Economics,ECON,3106,Labor Economics
Department of Economics,Economics,ECON,3107,Employment Law
Department of Economics,Economics,ECON,3112,Econometrics
Department of Economics,Economics,ECON,3115,Money and Banking
Department of Economics,Economics,ECON,3122,Intermediate Microeconomics
Department of Economics,Economics,ECON,3123,Intermediate Macroeconomics
Department of Economics,Economics,ECON,3125,Managerial Economics
Department of Economics,Economics,ECON,3131,Economic History of the United States
Department of Economics,Economics,ECON,3141,Health Economics
Department of Economics,Economics,ECON,3151,Law and Economics
Department of Economics,Economics,ECON,3161,Game Theory
Department of Economics,Economics,ECON,3170,Ethics and Global Capitalism
Department of Economics,Economics,ECON,3171,International Business Economics
Department of Economics,Economics,ECON,3400,Economic Internship
Department of Economics,Economics,ECON,3500,Economics Cooperative Education Experience
Department of Economics,Economics,ECON,3895,Directed Individual Study
Department of Economics,Economics,ECON,4100,Mathematical Economics
Department of Economics,Economics,ECON,4112,Econometrics II
Department of Economics,Economics,ECON,4116,Public Finance
Department of Economics,Economics,ECON,4117,Business and Economic Forecasting
Department of Economics,Economics,ECON,4135,Economics of Growth and Development
Department of Economics,Economics,ECON,4150,Urban and Regional Economics
Department of Economics,Economics,ECON,4160,Economics of Transportation
Department of Economics,Economics,ECON,4171,Economics of International Trade
Department of Economics,Economics,ECON,4172,Economics of International Finance
Department of Economics,Economics,ECON,4177,History of Economic Thought
Department of Economics,Economics,ECON,4180,Industrial Organization and Public Policy
Department of Economics,Economics,ECON,4181,Energy and Environmental Economics
Department of Economics,Economics,ECON,4200,Senior Seminar
College of Education,Education,EDUC,1000,Introductory Topics in Education
College of Education,Education,EDUC,1100,Foundations of Education and Diversity in Schools - Prospect Curriculum
College of Education,Education,EDUC,1511,Local Social Science: Public Education and Schooling in the U.S.
College of Education,Education,EDUC,3200,Service Learning Teaching Methods for K-12 Educators
College of Education,Education,EDUC,3400,Education Internship
College of Education,Education,EDUC,3500,Education Cooperative Education Experience
College of Education,Education,EDUC,3600,Teaching Fellows Seminar
College of Education,Education,EDUC,3789,Seminar: Honors in Education
College of Education,Education,EDUC,3790,Honors Thesis in Education
College of Education,Education,EDUC,4000,Topics in Education
College of Education,Education,EDUC,4290,Modifying Instruction for Learners with Diverse Needs
College of Education,Education,EDUC,4291,Modifying Instruction for Learners with Diverse Needs in Secondary Schools
Department of Educational Leadership,"Education - Learning, Design, and Technology",ELDT,4100,Foundations for Effective Technology Integration
Department of Educational Leadership,"Education - Learning, Design, and Technology",ELDT,4135,Audiovisual Communications
Department of Educational Leadership,"Education - Learning, Design, and Technology",ELDT,4140,Educational Television
Department of Reading and Elementary Education,Elementary Education,ELED,3111,Instructional Design and Assessment in Elementary Education
Department of Reading and Elementary Education,Elementary Education,ELED,3120,The Elementary School Child
Department of Reading and Elementary Education,Elementary Education,ELED,3221,Teaching Science to Elementary School Learners
Department of Reading and Elementary Education,Elementary Education,ELED,3223,Teaching Social Studies and Diversity
Department of Reading and Elementary Education,Elementary Education,ELED,3226,Teaching Language Arts to Elementary School Learners
Department of Reading and Elementary Education,Elementary Education,ELED,3800,Individual Study in Elementary Education
Department of Reading and Elementary Education,Elementary Education,ELED,4121,Assessment and Instructional Differentiation in the Elementary School Classroom
Department of Reading and Elementary Education,Elementary Education,ELED,4122,Creating an Effective Environment in the Elementary School Classroom
Department of Reading and Elementary Education,Elementary Education,ELED,4220,Instructional Planning for Diversity in the Elementary School Classroom
Department of Reading and Elementary Education,Elementary Education,ELED,4255,CAMMP: Computer Applications and Manipulative Mathematics Programs
Department of Reading and Elementary Education,Elementary Education,ELED,3292,Theories and Practice for Equity in Urban Education
Department of Reading and Elementary Education,Elementary Education,ELED,4420,Student Teaching/Seminar: K-6 Elementary Education
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,1211,DC Circuits
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,2112,AC Circuits
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,1231,Digital Circuits
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,1231L,Digital Circuits Laboratory
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,2221,Electronics I
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,2221L,Electronics I Laboratory
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3141,Power Systems and Machines
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,1102,C Programming
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,2231,Microprocessor Fundamentals
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,2241,Instrumentation and Controls
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,2241L,Instrumentation Laboratory
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,2290,Sophomore Practicum
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3113,Network Analysis
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3132,Digital Systems
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3132L,Digital Systems Laboratory
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3222,Electronics II
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3222L,Electronics II Laboratory
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3232,Advanced Microcontroller Systems
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,4123,Active Filters
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,4133,Embedded Systems
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,4142,Power Electronics
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3242,Fundamentals of Control Systems
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,4243,Power Networks
Department of Engineering Technology and Construction Management,Energy and Electromechanical Engineering,AEEE,4140,Energy Management
Department of Engineering Technology and Construction Management,Energy and Electromechanical Engineering,AEEE,4250,Analysis of Renewable Energy Systems
Department of Engineering Technology and Construction Management,Energy and Electromechanical Engineering,AEEE,4275,Building Environmental Systems
Department of English,English,ENGL,2014,Topics in Writing
Department of English,English,ENGL,2015,Topics in Writing
Department of English,English,ENGL,2050,Topics in English
Department of English,English,ENGL,2051,Topics in English - Writing Intensive
Department of English,English,ENGL,2052,Topics in English - Oral Communication
Department of English,English,ENGL,2053,Topics in English - Writing Intensive & Oral Communication
Department of English,English,ENGL,2090,Topics in English
Department of English,English,ENGL,2091,Topics in English - Writing Intensive
Department of English,English,ENGL,2092,Topics in English - Oral Communication
Department of English,English,ENGL,2093,Topics in English - Writing Intensive and Oral Communication
Department of English,English,ENGL,2100,Writing About Literature
Department of English,English,ENGL,2101,Masterpieces of British Literature I
Department of English,English,ENGL,2102,Masterpieces of British Literature II
Department of English,English,ENGL,2103,Masterpieces of Modern Fiction
Department of English,English,ENGL,2104,Major American Writers
Department of English,English,ENGL,2105,Introduction to Poetry
Department of English,English,ENGL,2106,Film Criticism
Department of English,English,ENGL,2072,Topics in Literature and Film
Department of English,English,ENGL,2108,Introduction to Drama
Department of English,English,ENGL,2074,"Topics in Children's Literature, Media, and Culture"
Department of English,English,ENGL,2114,Learning Community Seminar
Department of English,English,ENGL,2116,Introduction to Technical Communication
Department of English,English,ENGL,2125,Imagined Worlds: Creative Writing Laboratory
Department of English,English,ENGL,2126,Introduction to Creative Writing
Department of English,English,ENGL,2127,Introduction to Poetry Writing
Department of English,English,ENGL,2128,Introduction to Fiction Writing
Department of English,English,ENGL,2161,Grammar for Writing
Department of English,English,ENGL,2200,Contemporary Literature
Department of English,English,ENGL,2201,Contemporary Poetry
Department of English,English,ENGL,2202,Contemporary Fiction
Department of English,English,ENGL,2301,Introduction to African American Literature
Department of English,English,ENGL,2400,American Literature Survey
Department of English,English,ENGL,2401,British Literature Survey I
Department of English,English,ENGL,2402,British Literature Survey II
Department of English,English,ENGL,2403,British Literature Survey
Department of English,English,ENGL,3050,Topics in English
Department of English,English,ENGL,3051,Topics in English - Writing Intensive
Department of English,English,ENGL,3052,Topics in English - Oral Communication
Department of English,English,ENGL,3053,Topics in English - Writing Intensive and Oral Communication
Department of English,,ENGL,3100,Approaches to Literature and Culture
Department of English,English,ENGL,3102,Literature for Young Children
Department of English,English,ENGL,3103,Children's Literature
Department of English,English,ENGL,3104,Literature for Adolescents
Department of English,English,ENGL,3132,Introduction to Contemporary American English
Department of English,English,ENGL,3157,Twentieth Century Black American Literature: Prose
Department of English,English,ENGL,3158,Gender and African American Literature
Department of English,English,ENGL,3159,African American Poetry
Department of English,English,ENGL,3162,Language and the Virtual World
Department of English,English,ENGL,3180,Language and Digital Technology
Department of English,English,ENGL,3201,Intermediate Poetry Writing
Department of English,English,ENGL,3202,Intermediate Fiction Writing
Department of English,English,ENGL,3211,Medieval Literature
Department of English,English,ENGL,3212,British Renaissance Literature
Department of English,English,ENGL,3213,British Literature of the Restoration and 18th Century
Department of English,English,ENGL,3214,"Romantic British Literature, 1785-1832"
Department of English,English,ENGL,3215,British Victorian Literature
Department of English,English,ENGL,3216,"British Literature in Transition, 1870-1914"
Department of English,English,ENGL,3217,Modern British Literature
Department of English,English,ENGL,3231,Early African American Literature
Department of English,English,ENGL,3232,Early American Literature
Department of English,English,ENGL,3233,American Literature of the Romantic Period
Department of English,English,ENGL,3234,American Literature of the Realist and Naturalist Periods
Department of English,English,ENGL,3235,Modern American Literature
Department of English,English,ENGL,3236,"African American Literature, Harlem Renaissance to Present"
Department of English,English,ENGL,3237,Modern and Recent U.S. Multiethnic Literature
Department of English,English,ENGL,3267,"Vocabulary, Etymology, and Grammar"
Department of English,English,ENGL,3852,Independent Study
Department of English,English,ENGL,4002,Women and Literature
Department of English,English,ENGL,4008,Topics in Advanced Technical Communication
Department of English,English,ENGL,4050,Topics in English
Department of English,English,ENGL,4051,Topics in English - Writing Intensive
Department of English,English,ENGL,4052,Topics in English - Oral Communication
Department of English,English,ENGL,4053,Topics in English - Writing Intensive & Oral Communication
Department of English,English,ENGL,4061,Approaches to Discourse
Department of English,English,ENGL,4090,Major Authors
Department of English,English,ENGL,4102,British Children's Literature
Department of English,English,ENGL,4103,American Children's Literature
Department of English,English,ENGL,4104,Multiculturalism and Children's Literature
Department of English,English,ENGL,4111,Ancient World Literature
Department of English,English,ENGL,4112,Modern World Literature
Department of English,English,ENGL,4114,Milton
Department of English,English,ENGL,4116,Shakespeare's Early Plays
Department of English,English,ENGL,4117,Shakespeare's Late Plays
Department of English,English,ENGL,4118,British Renaissance Literature
Department of English,English,ENGL,4120,"Romantic British Literature, 1785-1832"
Department of English,English,ENGL,4121,British Literature of the Restoration and 18th Century
Department of English,English,ENGL,4122,British Victorian Literature
Department of English,English,ENGL,4123,Modern British Literature
Department of English,English,ENGL,4132,"British Drama to 1642, Excluding Shakespeare"
Department of English,English,ENGL,4139,Early American Literature
Department of English,English,ENGL,4140,American Literature of the Romantic Period
Department of English,English,ENGL,4141,American Literature of the Realist and Naturalist Periods
Department of English,English,ENGL,4142,Modern American Literature
Department of English,English,ENGL,4145,Literature of the American South
Department of English,English,ENGL,4150,Poetry
Department of English,English,ENGL,4151,Drama
Department of English,English,ENGL,4153,Fiction
Department of English,English,ENGL,4155,Pan-African Literature
Department of English,English,ENGL,4160,Origins of Language
Department of English,English,ENGL,4161,Modern English Grammar
Department of English,English,ENGL,4165,Multiculturalism and Language
Department of English,English,ENGL,4167,The Mind and Language
Department of English,English,ENGL,4168,Multimodality and Text Description
Department of English,English,ENGL,4181,Writing and Designing User Documents
Department of English,English,ENGL,4182,Information Design and Digital Publishing
Department of English,English,ENGL,4183,Editing with Digital Technologies
Department of English,English,ENGL,4200,Teaching of Writing
Department of English,English,ENGL,4201,Teaching of Multiethnic Literature
Department of English,English,ENGL,4202,Advanced Poetry Writing
Department of English,English,ENGL,4203,Advanced Fiction Writing
Department of English,English,ENGL,4204,Expository Writing
Department of English,English,ENGL,4206,Writing Creative Nonfiction
Department of English,English,ENGL,4208,Poetry Writing Workshop
Department of English,English,ENGL,4209,Fiction Writing Workshop
Department of English,English,ENGL,4211,Chaucer and Medieval Literature
Department of English,English,ENGL,4235,History of the Book
Department of English,English,ENGL,4254,Teaching English/Communication Skills to Middle and Secondary School Learners
Department of English,English,ENGL,4260,History of Global Englishes
Department of English,English,ENGL,4262,Language and Diversity
Department of English,English,ENGL,4263,Linguistics and Language Learning
Department of English,English,ENGL,4267,Language and Culture in Digital Spaces
Department of English,English,ENGL,4270,"Studies in Writing, Rhetoric, and Literacy"
Department of English,English,ENGL,4271,"Studies in Writing, Rhetoric, and New Media"
Department of English,English,ENGL,4272,Studies in the Politics of Language and Writing
Department of English,English,ENGL,4273,"Studies in Writing, Rhetoric, and Identity"
Department of English,English,ENGL,4274,Visual Rhetoric
Department of English,English,ENGL,4275,Rhetoric and Technology
Department of English,English,ENGL,4277,Digital Literacies
Department of English,English,ENGL,4290,Advanced Creative Project
Department of English,English,ENGL,4400,"Research, Theory, and Practice of Tutoring Writing"
Department of English,English,ENGL,4405,Literacy and Language
Department of English,English,ENGL,4410,Professional Internship
Department of English,English,ENGL,4852,Independent Study
College of Engineering,Engineering,ENGR,0600,Engineering Freshman Learning Community Seminar
College of Engineering,Engineering,ENGR,1201,Introduction to Engineering Practices and Principles I
College of Engineering,Engineering,ENGR,1202,Introduction to Engineering Practices and Principles II
College of Engineering,Engineering,ENGR,1241,Engineering Analysis
College of Engineering,Engineering,ENGR,3095,Leadership Academy Capstone
College of Engineering,Engineering,ENGR,3290,Fundamentals of Engineering Review
College of Engineering,Engineering,ENGR,3295,Multidisciplinary Professional Development
College of Engineering,Engineering,ENGR,3500,Engineering Cooperative Education Experience
College of Engineering,Engineering,ENGR,4090,Special Topics
Department of Geography and Earth Sciences,Earth Sciences,ESCI,1101,Earth Sciences-Geography
Department of Geography and Earth Sciences,Earth Sciences,ESCI,1101L,Earth Sciences-Geography Laboratory
Department of Geography and Earth Sciences,Earth Sciences,ESCI,2000,Topics in Earth Science
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3310,National Parks: The Science Behind the Scenery
Department of Geography and Earth Sciences,Earth Sciences,ESCI,2030,Near-Space Balloon Exploration
Department of Geography and Earth Sciences,Earth Sciences,ESCI,2101,The Environmental Dilemma
Department of Geography and Earth Sciences,Earth Sciences,ESCI,2200,Introduction to Earth Sciences Research
Department of Geography and Earth Sciences,Earth Sciences,ESCI,2210,Field Methods in the Earth and Environmental Sciences
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3000,Selected Topics in Earth Sciences
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3101,Global Environmental Change
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3105,Oceanography
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3150,Natural Environments of North America
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3170,Environmental Quality Management
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3180,Environmental Impact Analysis
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3190,Biogeography
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3205,Water Resources
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3500,Earth Sciences Cooperative Education Experience
Department of Geography and Earth Sciences,Earth Sciences,ESCI,3501,Earth Sciences Cooperative Education Seminar
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4000,Selected Topics in Earth Sciences
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4005,Engineering Geology
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4140,Hydrologic Processes
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4155,Fluvial Processes
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4160,Contaminant Transport
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4170,Fundamentals of Remote Sensing
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4180,Digital Image Processing in Remote Sensing
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4210,Soil Science
